English,Russian,imply,подразумевать
English,Russian,grinding,шлифование
English,Russian,withstand,выдерживать
English,Russian,embodies,воплощает
English,Russian,harbinger,предвестник
English,Russian,budding,подающий надежды
English,Russian,littering,мусор
English,Russian,dissemination,распространение
English,Russian,delineate,очертить
English,Russian,inception,зарождение
English,Russian,sheer,явный
English,Russian,sporadically,спорадически
English,Russian,bursting,разрывающийся
English,Russian,convey,передавать
English,Russian,burden,груз
English,Russian,compensate,компенсировать
English,Russian,behalf,от имени
English,Russian,bred,разводится
English,Russian,footage,отснятый материал
English,Russian,orcas,косатки
English,Russian,vanished,исчез
English,Russian,snores,храпит
English,Russian,stunned,ошеломлен
English,Russian,hindrances,препятствия
English,Russian,pride,гордость
English,Russian,endeavours,усилия
English,Russian,labour,труд
English,Russian,disparity,несоответствие
English,Russian,fruitful,плодотворный
English,Russian,complaining,жалуясь
English,Russian,conscience,совесть
English,Russian,utmost,крайний
English,Russian,feeble,слабый
English,Russian,wimpy,слабак
English,Russian,cooperate,сотрудничать
English,Russian,devotee,преданный
English,Russian,connoisseur,знаток
English,Russian,ambient,окружающий
English,Russian,influence,влияние
English,Russian,fad,причуда
English,Russian,superseded,заменен
English,Russian,compartmentalization,разделение
English,Russian,desirable,желательно
English,Russian,obtain,получать
English,Russian,invocation,призыв
English,Russian,esophagitis,эзофагит
English,Russian,curse,проклинать
English,Russian,blessing,благословение
English,Russian,derive,выводить
English,Russian,robbery,грабеж
English,Russian,recollect,вспомнить
English,Russian,arranging,организация
English,Russian,vivid,яркий
English,Russian,composed,составлен
English,Russian,overly,чрезмерно
English,Russian,solitary,уединенный
English,Russian,intentions,намерения
English,Russian,reluctant,вынужденный
Russian,English,собеседник,interlocutor
English,Russian,accumulates,накапливается
English,Russian,cohesion,сплоченность
English,Russian,couple,пара
English,Russian,violates,нарушает
English,Russian,volatile,летучий
English,Russian,sweep,подметать
English,Russian,responsibilities,обязанности
English,Russian,accidentality,случайность
English,Russian,retain,удерживать
English,Russian,seamless,бесшовные
English,Russian,vet,ветеринар
English,Russian,challengesin,проблемы в
English,Russian,uneasiness,беспокойство
English,Russian,leverage,использовать
English,Russian,swirls,завихрения
English,Russian,vying,соперничающий
English,Russian,enhancements,улучшения
English,Russian,provisioned,подготовленный
English,Russian,accessing,доступ
English,Russian,probed,исследовал
English,Russian,sword,меч
English,Russian,immensely,безмерно
English,Russian,intake,прием
English,Russian,legitimate,законный
English,Russian,disruptive,разрушительный
English,Russian,shady,тенистый
English,Russian,self-aware,осознающий себя
English,Russian,gripe,жаловаться
English,Russian,slightly,немного
English,Russian,courage,храбрость
English,Russian,comprises,состоит из
English,Russian,humble,скромный
English,Russian,plenty,множество
English,Russian,enroll,зарегистрироваться
English,Russian,bothers,беспокоит
English,Russian,ramping,уклон
English,Russian,stifling,душный
English,Russian,governance,управление
English,Russian,aligns,выравнивает
English,Russian,consumes,потребляет
English,Russian,safeguarding,охрана
English,Russian,unleashing,развязывание
English,Russian,unite,объединяться
English,Russian,ratchets,трещотки
English,Russian,intractable,несговорчивый
English,Russian,loud,громко
English,Russian,pitch,подача
English,Russian,curate,священник
English,Russian,sifting,просеивание
English,Russian,receipt,квитанция
English,Russian,goof,попасть впросак
English,Russian,clown,клоун
English,Russian,smooth,гладкий
English,Russian,veneer,фанера
English,Russian,damp,влажный
English,Russian,naysayer,скептик
English,Russian,stride,шагать
English,Russian,eager,жаждущий
English,Russian,superior,начальство
English,Russian,fascinated,Очарованный
English,Russian,seldom,редко
English,Russian,radiate,излучать
English,Russian,even,четное
English,Russian,temper,характер
English,Russian,wise,Мудрый
English,Russian,unselfish,бескорыстный
English,Russian,bothered,беспокоил
English,Russian,variation,вариация
English,Russian,severe,суровый
English,Russian,amused,изумленный
English,Russian,dominant,доминирующий
English,Russian,forceful,сильный
English,Russian,misfortunes,несчастья
English,Russian,anew,заново
English,Russian,blatant,вопиющий
English,Russian,omniscient,всеведущий
English,Russian,egalitarianism,эгалитаризм
English,Russian,egalitarian,эгалитарный
English,Russian,afford,предоставлять
English,Russian,engenders,порождает
English,Russian,gregariousness,общительность
English,Russian,conviviality,веселость
English,Russian,perseverance,упорство
English,Russian,density,плотность
English,Russian,quirks,причуды
English,Russian,pas,па
English,Russian,profusion,изобилие
English,Russian,fascinating,очаровательный
English,Russian,venture,риск
English,Russian,bloom,цвести
English,Russian,tulips,тюльпаны
English,Russian,humid,влажный
English,Russian,impressive,впечатляющий
English,Russian,hazy,туманный
English,Russian,obtainable,доступный
English,Russian,adhering,придерживаясь
English,Russian,rehabilitation,реабилитация
English,Russian,poverty,бедность
English,Russian,admired,восхищался
English,Russian,outrank,превзойти
English,Russian,compliance,согласие
English,Russian,tow,буксировать
English,Russian,struggling,столкнувшийся с трудностями
English,Russian,accommodating,приспособление
English,Russian,denominator,знаменатель
English,Russian,vibrant,яркий
English,Russian,roommate,сосед по комнате
English,Russian,appeal,обращаться
English,Russian,bane,проклятье
English,Russian,offended,обиженный
English,Russian,exactly,точно
English,Russian,despite,несмотря на
English,Russian,demanded,потребовал
English,Russian,soothe,успокаивать
English,Russian,fumbling,шарить
English,Russian,scramble,карабкаться
English,Russian,screams,крики
English,Russian,burst,лопаться
English,Russian,vetting,проверка
English,Russian,vital,жизненно важный
English,Russian,reproducibility,воспроизводимость
English,Russian,facilities,удобства
English,Russian,forego,отказаться
English,Russian,elaborate,разрабатывать
English,Russian,trump,козырный
English,Russian,hectic,суматошный
English,Russian,molded,формованный
English,Russian,furious,яростный
English,Russian,morsels,кусочки
English,Russian,generalist,универсал
English,Russian,larynx,гортань
English,Russian,fermions,фермионы
English,Russian,particle,частица
English,Russian,meaningless,бессмысленный
English,Russian,sick,больной
English,Russian,instantiation,реализация
English,Russian,axiomatic,аксиоматический
English,Russian,accidentally,случайно
English,Russian,essentially,по сути
English,Russian,gain,прирост
English,Russian,peel,чистить
English,Russian,discourages,обескураживает
English,Russian,impediment,препятствие
English,Russian,melded,смешанный
English,Russian,suffers,страдает
English,Russian,disturbance,беспокойство
English,Russian,kerfuffle,трясти
English,Russian,rifts,трещины
English,Russian,insurrection,восстание
English,Russian,incitement,подстрекательство
English,Russian,acquitted,оправдан
English,Russian,portmanteau,чемодан
English,Russian,grain,зерно
English,Russian,timely,своевременный
English,Russian,cog,винтик
English,Russian,audience,аудитория
English,Russian,foresight,предвидение
English,Russian,filaments,нити
English,Russian,hugged,обнял
English,Russian,stouter,крепче
English,Russian,dangled,болтался
English,Russian,reckon,считать
English,Russian,muck,гадость
English,Russian,boulder,валун
English,Russian,thud,стук
English,Russian,glaring,вопиющий
English,Russian,hassle,хлопот
English,Russian,sediment,осадок
English,Russian,harvest,урожай
English,Russian,pondering,размышляя
English,Russian,extraterrestrials,инопланетяне
English,Russian,pursue,преследовать
English,Russian,commonsense,здравый смысл
English,Russian,pandering,сводничество
English,Russian,convince,убеждать
English,Russian,fellow,парень
English,Russian,uniting,объединение
English,Russian,wire,провод
English,Russian,expanse,простор
English,Russian,resting,отдыхающий
English,Russian,buoy,буй
English,Russian,slammed,хлопнул
English,Russian,vessel,судно
English,Russian,encountering,встреча
English,Russian,deliberately,умышленно
English,Russian,favor,услуга
English,Russian,sojourn,пребывание
English,Russian,disintegrated,распался
English,Russian,hydrogen,водород
English,Russian,luminous,светящийся
English,Russian,dimmer,диммер
English,Russian,inferred,предполагаемый
English,Russian,tumbled,упал
English,Russian,debris,обломки
English,Russian,wield,владеть
English,Russian,consumed,потребляется
English,Russian,eventually,в итоге
English,Russian,assign,назначать
English,Russian,parcels,посылки
English,Russian,ad-hoc,для этого случая
English,Russian,considerably,значительно
English,Russian,pitfalls,ловушки
English,Russian,quantities,количество
English,Russian,vast,огромный
English,Russian,impractical,непрактичный
English,Russian,concluded,заключил
English,Russian,robustly,крепко
English,Russian,negotiation,Переговоры
English,Russian,uniformly,равномерно
English,Russian,provisioning,обеспечение
English,Russian,stalk,стебель
English,Russian,willies,слабаки
English,Russian,occasionally,изредка
English,Russian,imbalances,дисбалансы
English,Russian,cos,потому что
English,Russian,discretionary,дискреционный
English,Russian,hospitality,гостеприимство
English,Russian,squabbling,склоки
English,Russian,presumptuous,самонадеянный
English,Russian,split,расколоть
English,Russian,famished,голодный
English,Russian,lament,сетовать
English,Russian,gradually,постепенно
English,Russian,facilitates,облегчает
English,Russian,piling,нагромождение
English,Russian,resentments,обиды
English,Russian,caught,пойманный
English,Russian,dissimilar,непохожий
English,Russian,signage,вывески
English,Russian,doalways,всегда
English,Russian,facets,грани
English,Russian,investigators,следователи
English,Russian,revealed,раскрытый
English,Russian,overabundance,переизбыток
English,Russian,lame,Хромой
English,Russian,wasting,тратить
English,Russian,fan-out,разветвление
English,Russian,exceed,превосходить
English,Russian,butt in,встать в
English,Russian,fuss,суматоха
English,Russian,shingles,опоясывающий лишай
English,Russian,sack,мешок
English,Russian,tether,привязь
English,Russian,sore,больной
English,Russian,fuse,предохранитель
English,Russian,suffered,пострадал
English,Russian,slimy,слизистый
English,Russian,exacerbated,обостренный
English,Russian,rigid,жесткий
English,Russian,ditch,канава
English,Russian,frightening,пугающий
English,Russian,petrifying,окаменелый
English,Russian,drummer,барабанщик
English,Russian,survive,выживать
English,Russian,syllabus,учебный план
English,Russian,anger,злость
English,Russian,outgrew,перерос
English,Russian,excessively,чрезмерно
English,Russian,traverse,траверс
English,Russian,intact,нетронутый
English,Russian,precludes,исключает
English,Russian,sufficient,достаточный
English,Russian,propagated,размноженный
English,Russian,roughly,грубо
English,Russian,arbitrarily,произвольно
English,Russian,congestion,скопление
English,Russian,expense,расход
English,Russian,expenses,затраты
English,Russian,renaissance,эпоха Возрождения
English,Russian,repler,пополнитель
English,Russian,wrench,гаечный ключ
English,Russian,pinching,щипать
English,Russian,invasive,инвазивный
English,Russian,appointing,назначение
English,Russian,wearables,носимые
English,Russian,diseases,болезни
English,Russian,underway,в процессе
English,Russian,lured,заманил
English,Russian,tempt,соблазнять
English,Russian,debris,мусор
English,Russian,slingshotting,рогатка
English,Russian,interloper,нарушитель
English,Russian,modest,скромный
English,Russian,arrogant,высокомерный
English,Russian,outright,прямо
English,Russian,convinced,убежденный
English,Russian,unwilling,не желая
English,Russian,evidence,доказательства
English,Russian,kooky,чокнутый
English,Russian,sped,ускорился
English,Russian,premise,предпосылка
English,Russian,duct,канал
English,Russian,britches,штаны
English,Russian,edgeways,по краю
English,Russian,cupboard,шкаф
English,Russian,hunky-dory,работяга
English,Russian,intermittent,прерывистый
English,Russian,relied,полагался
English,Russian,filed,подан
English,Russian,ostensibly,как будто бы
English,Russian,missiles,ракеты
English,Russian,taught,учил
English,Russian,rooftop,на крыше
English,Russian,aligned,выровнен
English,Russian,rigour,строгость
English,Russian,plummet,резко упасть
English,Russian,smirking,ухмыляясь
English,Russian,exasperate,раздражать
English,Russian,scaffold,строительные леса
English,Russian,castling,рокировка
English,Russian,coup,переворот
English,Russian,blow,дуть
English,Russian,violently,яростно
English,Russian,alterations,переделки
English,Russian,observing,наблюдение
English,Russian,roster,состав
English,Russian,consciously,сознательно
English,Russian,preemptively,превентивно
English,Russian,cuddles,обнимает
English,Russian,contribute,делать вклад
English,Russian,hatchet,топор
English,Russian,even though,даже не смотря на
English,Russian,arise,возникать
English,Russian,flammable,легковоспламеняющийся
English,Russian,insurmountable,непреодолимый
English,Russian,coincidentally,случайно
English,Russian,marvels,чудеса
English,Russian,eternal,вечный
English,Russian,augur,авгур
English,Russian,nuisance,неприятность
English,Russian,starlings,скворцы
English,Russian,rephrasing,перефразировать
English,Russian,moreover,более того
English,Russian,concerning,что касается
English,Russian,hesitation,колебание
English,Russian,misconception,заблуждение
English,Russian,desired,желанный
English,Russian,locker,шкафчик
English,Russian,bookkeeping,бухгалтерия
English,Russian,sinister,зловещий
English,Russian,pick,выбирать
English,Russian,rattle,погремушка
English,Russian,adversity,невзгоды
English,Russian,crutch,костыль
English,Russian,stripes,полосы
English,Russian,mending,починка
English,Russian,shallow,мелкий
English,Russian,obey,подчиниться
English,Russian,spurious,ложный
English,Russian,resides,проживает
English,Russian,invoked,призванный
English,Russian,hazards,опасности
English,Russian,discouraged,обескураженный
English,Russian,swiftly,быстро
English,Russian,wallowing,валяться
English,Russian,distraction,отвлечение
English,Russian,commendations,благодарности
English,Russian,camaraderie,товарищество
English,Russian,disengaged,отключен
English,Russian,nosedive,пике
English,Russian,lay,заложить
English,Russian,intimidated,запуганный
English,Russian,meatier,мяснее
English,Russian,shaky,шаткий
English,Russian,daunting,устрашающий
English,Russian,muster up,собирать
English,Russian,fatigue,усталость
English,Russian,stalls,киоски
English,Russian,snags,коряги
English,Russian,taunting,насмехающийся
English,Russian,blindfolds,повязки на глаза
English,Russian,bumped,наткнулся
English,Russian,scribbling,каракули
English,Russian,vaccination,вакцинация
English,Russian,comprising,в составе
English,Russian,healing,выздоровление
English,Russian,intercepts,перехватывает
English,Russian,stale,несвежий
English,Russian,douche,душ
English,Russian,endeavors,усилия
English,Russian,bludgeon,дубинка
English,Russian,persuasion,убеждение
English,Russian,dwarf,карлик
English,Russian,serendipity,интуиция
English,Russian,flock,стадо
English,Russian,biz,бизнес
English,Russian,proposition,предложение
English,Russian,founded,основанный
English,Russian,appointments,встречи
English,Russian,poise,равновесие
English,Russian,probable,вероятный
English,Russian,moaning,стоны
English,Russian,imminently,неизбежно
English,Russian,encounter,встреча
English,Russian,successively,последовательно
English,Russian,deterred,сдержанный
English,Russian,versus,против
English,Russian,superfluous,лишний
English,Russian,permissible,допустимый
English,Russian,concern,беспокойство
English,Russian,quotations,цитаты
English,Russian,hampering,мешающий
English,Russian,mourning,траур
English,Russian,perform,выполнять
English,Russian,portion,часть
English,Russian,delicacy,деликатес
English,Russian,reared,выращенный
English,Russian,pest,вредитель
English,Russian,urchins,ежи
English,Russian,spiny,колючий
English,Russian,furor,фурор
English,Russian,convoluted,запутанный
English,Russian,obsessing,одержимость
English,Russian,flashy,кричащий
English,Russian,flesh,плоть
English,Russian,routinely,обычно
English,Russian,lurking,скрывающийся
English,Russian,ourselves,мы сами
English,Russian,indulging,потакание
English,Russian,enduring,стойкий
English,Russian,composability,возможность компоновки
English,Russian,uneven,неровный
English,Russian,revenge,месть
English,Russian,exceed,превышать
English,Russian,alluded,упомянул
English,Russian,specifically,конкретно
English,Russian,interception,перехват
English,Russian,lawful,законный
English,Russian,prohibited,запрещено
English,Russian,intrusion,вторжение
English,Russian,benevolent,доброжелательный
English,Russian,lit,горит
English,Russian,torch,факел
English,Russian,tongues,языки
English,Russian,dereference,разыменование
English,Russian,cobwebs,паутина
English,Russian,leans,наклоняется
English,Russian,interrelate,взаимосвязаны
English,Russian,wisely,с умом
English,Russian,intangible,нематериальный
English,Russian,nourishment,питание
English,Russian,draining,осушение
English,Russian,clutter,беспорядок
English,Russian,carve,вырезать
English,Russian,surely,конечно
English,Russian,weary,усталый
English,Russian,unaccustomed,непривычный
English,Russian,accrue,накапливать
English,Russian,bandwidth,пропускная способность
English,Russian,dabble,баловаться
English,Russian,reap,пожинать
English,Russian,time-crunch,нехватка времени
English,Russian,treadmill,беговая дорожка
English,Russian,hustling,толкотня
English,Russian,steep,крутой
English,Russian,clarity,ясность
English,Russian,merely,просто
English,Russian,cutthroat,головорез
English,Russian,admit,признаться
English,Russian,meshing,сетка
English,Russian,rambles,гуляет
English,Russian,entails.,влечет за собой.
English,Russian,attire,наряд
English,Russian,improper,неподходящий
English,Russian,mortified,униженный
English,Russian,lonely,Одинокий
English,Russian,enhance,усилить
English,Russian,compounded,смешанный
English,Russian,misperception,неправильное восприятие
English,Russian,laid out,выложил
English,Russian,overused,злоупотребляли
English,Russian,tenacious,цепкий
English,Russian,nurturing,воспитание
English,Russian,inspire,вдохновлять
English,Russian,conclusion,заключение
English,Russian,concise,краткий
English,Russian,veer,повернуть
English,Russian,emerge,появляться
English,Russian,bask,греться
English,Russian,slouched,сутулый
English,Russian,settled,поселился
English,Russian,wreaks,наносит ущерб
English,Russian,deaf,глухой
English,Russian,properly,должным образом
English,Russian,deceptively,обманчиво
English,Russian,refuse,отказаться
English,Russian,pesky,надоедливый
English,Russian,regain,вернуть
English,Russian,exhausted,измученный
English,Russian,leftover,остаток
English,Russian,seem,кажется
English,Russian,distinguished,выдающийся
English,Russian,joint,совместный
English,Russian,fart,пердеть
English,Russian,incredibly,невероятно
English,Russian,proposed,предложил
English,Russian,reveals,показывает
English,Russian,contradict,противоречить
English,Russian,defer,отложить
English,Russian,sooner,раньше
English,Russian,despair,отчаяние
English,Russian,contemplating,созерцая
English,Russian,scratch,царапина
English,Russian,guesswork,догадки
English,Russian,hypothesize,выдвигать гипотезы
English,Russian,refute,опровергать
English,Russian,distant,далекий
English,Russian,humility,смирение
English,Russian,commutes,ездит на работу
English,Russian,bespoke,сделанный на заказ
English,Russian,insperiences,вдохновение
English,Russian,exaggerated,преувеличенный
English,Russian,eagerly,с нетерпением
English,Russian,lulled,убаюкивал
English,Russian,fallacy,заблуждение
English,Russian,contrived,надуманный
English,Russian,investigate,исследовать
English,Russian,conflated,смешанный
English,Russian,negligible,незначительный
English,Russian,missile,ракета
English,Russian,tradeoff,компромисс
English,Russian,obeyed,повиновался
English,Russian,invertible,обратимый
English,Russian,prove,доказать
English,Russian,woefully,прискорбно
English,Russian,consuming,потребляющий
English,Russian,lone,одинокий
English,Russian,signedness,подпись
English,Russian,skimp,экономить
English,Russian,retirement,уход на пенсию
English,Russian,expenditure,расходов
English,Russian,overlapping,перекрытие
English,Russian,fancier,любитель
English,Russian,supersede,заменить
English,Russian,phony,фальшивый
English,Russian,vortex,вихрь
English,Russian,prerequisites,предпосылки
English,Russian,feasible,выполнимый
English,Russian,slacking,расслабление
English,Russian,resembling,напоминающий
English,Russian,pre-empt,упреждать
English,Russian,fumble,шарить
English,Russian,conundrum,загадка
English,Russian,dumpster,мусорный бак
English,Russian,immeasurably,неизмеримо
English,Russian,plausible,правдоподобный
English,Russian,apparent,очевидный
English,Russian,qualitatively,качественно
English,Russian,pondered,задумался
English,Russian,contemplate,созерцать
English,Russian,scrutinize,внимательно изучать
English,Russian,prone,склонный
English,Russian,obey,подчиняться
English,Russian,giggling,хихиканье
English,Russian,approaches,подходы
English,Russian,obvious,очевидный
English,Russian,snarled,прорычал
English,Russian,belong,принадлежать
English,Russian,civility,вежливость
English,Russian,severity,строгость
English,Russian,prey,добыча
English,Russian,lest,чтобы
English,Russian,unwieldy,громоздкий
English,Russian,reside,проживать
English,Russian,suffices,достаточно
English,Russian,restating,повторение
English,Russian,implicity,неявность
English,Russian,exhibit,выставлять
English,Russian,sprinkling,окропление
English,Russian,consequently,следовательно
English,Russian,preserved,сохранился
English,Russian,significand,значимое
English,Russian,fractional,дробный
English,Russian,erroneous,ошибочный
English,Russian,complicates,усложняет
English,Russian,enclose,заключать
English,Russian,subtle,тонкий
English,Russian,inadvisable,нецелесообразно
English,Russian,shorthand,стенография
English,Russian,patience,терпение
English,Russian,posed,поставлен
English,Russian,expel,изгнать
English,Russian,accused,обвиняемый
English,Russian,innermost,сокровенный
English,Russian,snippet,фрагмент
English,Russian,hyphenation,перенос
English,Russian,mist,туман
English,Russian,regretting,сожаление
English,Russian,undertake,предпринять
English,Russian,inhales,вдыхает
English,Russian,reinforce,укреплять
English,Russian,swat,удар
English,Russian,habituation,привыкание
English,Russian,externalize,экстернализировать
English,Russian,contamination,загрязнение
English,Russian,relinquishing,отказ от
English,Russian,assumption,предположение
English,Russian,curly,кудрявый
English,Russian,coincidence,стечение обстоятельств
English,Russian,remainder,остаток
English,Russian,correspondingly,соответственно
English,Russian,errant,заблудший
English,Russian,coalesce,объединяться
English,Russian,occur,происходить
English,Russian,cane,трость
English,Russian,grasp,схватывать
English,Russian,comprised,состоит
English,Russian,glossed,замазанный
English,Russian,hinder,мешать
English,Russian,emphasize,подчеркнуть
English,Russian,obtains,получает
English,Russian,primality,первобытность
English,Russian,straighten,выпрямить
English,Russian,disregard,игнорировать
English,Russian,stacking up,складывание
English,Russian,omit,опускать
English,Russian,unambiguous,однозначный
English,Russian,crunched,хрустят
English,Russian,evolved,развивались
English,Russian,hampers,мешает
English,Russian,longevity,долголетие
English,Russian,comorbid,сопутствующий
English,Russian,murine,мышиный
English,Russian,outreach,пропаганда
English,Russian,bear,нести
English,Russian,tirelessly,без устали
English,Russian,explicitly,явно
English,Russian,semiconductor,полупроводник
English,Russian,preempt,упреждать
English,Russian,distinguish,различать
English,Russian,indirectly,косвенно
English,Russian,conk,конк
English,Russian,knackered,измотанный
English,Russian,unwillingness,нежелание
English,Russian,fibre,волокно
English,Russian,coined,выдуманный
English,Russian,though,хотя
English,Russian,unconscious,без сознания
English,Russian,implicit,неявный
English,Russian,attitudes,отношения
English,Russian,piled,сложенный
English,Russian,humiliated,униженный
English,Russian,shaming,позор
English,Russian,deductible,франшиза
English,Russian,charities,благотворительные организации
English,Russian,gained,получил
English,Russian,census,перепись
English,Russian,beloved,любимый
English,Russian,delineated,очерченный
English,Russian,proper,правильный
English,Russian,pertain,принадлежать
English,Russian,conformant,соответствующий
English,Russian,ransom,выкуп
English,Russian,tribal,племенной
English,Russian,amplify,усилить
English,Russian,paving,мощение
English,Russian,reassure,успокаивать
English,Russian,drastically,кардинально
English,Russian,obsolete,устаревший
English,Russian,pendulum,маятник
English,Russian,hardwired,проводной
English,Russian,analogous,аналогичный
English,Russian,vaguely,неопределенно
English,Russian,prompt,незамедлительный
English,Russian,intruders,злоумышленники
English,Russian,ought,должен
English,Russian,sober,трезвый
English,Russian,submissions,представления
English,Russian,nomads,кочевники
English,Russian,comprehensible,понятный
English,Russian,scenery,декорации
English,Russian,peculiarities,особенности
English,Russian,presumably,предположительно
English,Russian,elapsed,истек
English,Russian,niceties,тонкости
English,Russian,washing,мойка
English,Russian,duster,тряпка
English,Russian,lookup,искать
English,Russian,invaluable,бесценный
English,Russian,appreciated,оценил
English,Russian,to piss somebody off,разозлить кого-нибудь
English,Russian,go out,выйди
English,Russian,donned,надел
English,Russian,explanatory,пояснительный
English,Russian,adopted,принял
English,Russian,picking,сбор
English,Russian,to finish up,закончить
English,Russian,crony,дружок
English,Russian,strengthening,укрепление
English,Russian,externalities,внешние эффекты
English,Russian,supply,поставка
English,Russian,vanguard,авангард
English,Russian,eminently,в высшей степени
English,Russian,embody,воплощать
English,Russian,crops,посевы
English,Russian,ladder,лестница
English,Russian,bedrock,коренная порода
English,Russian,strengthen,укреплять
English,Russian,remains,остается
English,Russian,impact,влияние
English,Russian,Interoperability,Совместимость
English,Russian,leverage,кредитное плечо
English,Russian,demand,потребность
English,Russian,ancestors,предки
English,Russian,dose,доза
English,Russian,high-density,высокая плотность
English,Russian,spectacular,захватывающий
English,Russian,nagging,нытье
English,Russian,wattage,мощность
English,Russian,heritage,наследие
English,Russian,envy,зависть
English,Russian,intricacies,сложности
English,Russian,strained,напряженный
English,Russian,bombardment,бомбардировка
English,Russian,suffering,страдание
English,Russian,jaegers,егеря
English,Russian,observability,наблюдаемость
English,Russian,pervasive,всепроникающий
English,Russian,stealing,воровство
English,Russian,notably,особенно
English,Russian,chimes,куранты
English,Russian,representative,представитель
English,Russian,edicts,указы
English,Russian,dangling,болтающийся
English,Russian,wasted,потрачены впустую
English,Russian,payloads,полезные нагрузки
English,Russian,association,ассоциация
English,Russian,influence,оказать влияние
English,Russian,clue,ключ к разгадке
English,Russian,ingenuity,изобретательность
English,Russian,silly,глупый
English,Russian,resemble,походить
English,Russian,magnitude,величина
English,Russian,evicted,выселен
English,Russian,fairly,честно
English,Russian,substantial,существенный
English,Russian,sheer,чистый
English,Russian,foisted,навязанный
English,Russian,annoying,раздражает
English,Russian,cautioned,предупрежден
English,Russian,narrowband,узкополосный
English,Russian,forge,ковать
English,Russian,bond,связь
English,Russian,slightest,малейший
English,Russian,cue,реплика
English,Russian,accustomed,привык
English,Russian,chowing,поедание
English,Russian,temple,храм
English,Russian,inducing,побуждение
English,Russian,rigidity,жесткость
English,Russian,sailors,моряки
English,Russian,resemblance,сходство
English,Russian,beam,луч
English,Russian,disastrous,катастрофический
English,Russian,crust,корка
English,Russian,cupboards,шкафы
English,Russian,apron,фартук
English,Russian,wing,крыло
English,Russian,feast,пир
English,Russian,quiche,киш
English,Russian,delectable,восхитительный
English,Russian,irritated,раздраженный
English,Russian,destiny,судьба
English,Russian,seedlings,саженцы
